,Name,Symbol,Sector,Market Cap Category,Market Capital,Close Price,Total Revenue,Promoters Holding,Return on Equity,Earnings Per Share,PE Ratio,PB Ratio,Dividend Yield,Debt to Equity,5 Year CAGR,Current Ratio,EBITDA,Net Profit Margin,Net Income,Revenue Growth
691,Bombay Super Hybrid Seeds Ltd,BSHSL,Agriculture,Small Cap,2959.23,267.9,194.25,73.8,30.69,1.0,281.83,74.94,0.0,99.97,0.0,1.59,14.23,5.41,10.5,13.09
692,Ethos Ltd,ETHOSLTD,Diamond and Jewellery,Small Cap,2291.73,996.8,590.08,64.68,12.03,12.53,98.06,9.89,0.0,69.61,0.0,2.06,84.5,3.96,23.37,46.37
693,India Glycols Ltd,INDIAGLYCO,Chemicals,Small Cap,1765.27,576.35,3570.55,61.01,23.07,109.77,5.19,0.99,1.32,58.61,3.51,0.92,529.23,9.52,339.85,51.59
694,TVS Srichakra Ltd,TVSSRICHAK,Automobiles,Small Cap,2138.77,2814.0,2534.66,45.57,4.84,56.77,49.2,2.2,0.58,62.82,-5.36,1.31,173.3,1.72,43.47,30.36
695,Marksans Pharma Ltd,MARKSANS,Pharmaceuticals,Small Cap,3052.06,68.5,1532.69,43.8,17.34,4.51,16.54,2.5,0.34,9.06,12.54,3.37,300.73,12.04,184.55,10.83
696,Paras Defence and Space Technologies Ltd,PARAS,Aviation,Small Cap,1834.76,469.4,185.53,58.94,9.25,7.86,67.8,4.85,0.0,8.21,0.0,5.27,55.41,14.59,27.06,28.3
697,Shivalik Bimetal Controls Ltd,SBCL,Metals and Mining,Small Cap,2419.95,420.75,332.95,60.61,33.3,7.65,43.9,12.63,0.16,30.24,0.0,2.09,82.45,16.56,55.12,58.97
698,Arvind Ltd,ARVIND,Apparel and Accessories,Small Cap,2172.75,83.25,8085.39,41.25,8.25,9.17,9.12,0.72,0.0,62.04,-27.47,1.11,846.69,2.95,238.15,57.76
699,Pricol Ltd,PRICOLLTD,Automobiles,Small Cap,2329.76,191.3,1553.51,36.53,9.95,4.52,42.32,4.0,0.0,26.37,17.34,1.26,189.4,3.54,55.05,7.39
700,DFM Foods Ltd,DFMFOODS,Packaged Foods and Meats,Small Cap,2302.64,459.3,562.11,73.7,-14.97,-4.93,-93.0,15.08,0.0,59.85,6.01,0.97,-9.43,-4.4,-24.76,5.86
701,Tips Industries Ltd,TIPSINDLTD,Media and Entertainment,Small Cap,1872.01,1496.75,138.8,74.98,63.39,42.67,29.0,18.28,0.14,0.0,69.72,11.74,89.44,46.51,64.55,45.46
702,Electrosteel Castings Ltd,ELECTCAST,Construction and Infrastructure,Small Cap,2030.58,34.15,5336.71,44.08,8.87,6.76,5.85,0.49,2.34,72.29,2.12,1.44,753.64,6.51,347.27,51.31
703,Fiem Industries Ltd,FIEMIND,Automobiles,Small Cap,2105.31,1678.25,1574.86,66.56,15.54,71.55,22.36,3.28,1.25,7.11,14.35,1.54,196.56,5.98,94.16,28.63
704,Honda India Power Products Ltd,HONDAPOWER,Machines,Small Cap,1907.0,2022.45,1173.13,66.67,11.69,73.48,25.59,2.85,0.8,0.18,6.17,3.25,119.51,6.35,74.53,23.04
705,Seamec Ltd,SEAMECLTD,Oil and Gas,Small Cap,1497.79,589.35,395.64,72.04,11.76,32.73,18.0,1.99,0.0,16.86,24.96,2.8,175.81,21.03,83.21,10.6
706,Black Box Ltd,BBOX,Telecom,Small Cap,1763.84,104.3,5392.72,71.14,31.14,4.45,24.26,6.77,0.0,184.59,34.05,0.94,258.18,1.35,72.72,15.1
707,Rupa and Company Ltd,RUPA,Textiles,Small Cap,1836.62,235.65,1484.92,73.28,23.81,24.0,9.57,2.08,1.31,41.94,-11.27,2.02,279.32,12.92,191.84,12.5
708,New Delhi Television Ltd,NDTV,Media and Entertainment,Small Cap,1351.0,220.0,423.26,69.71,37.38,12.39,16.92,5.26,0.0,8.5,38.54,1.27,125.27,18.87,79.85,3.77
709,Unichem Laboratories Ltd,UNICHEMLAB,Pharmaceuticals,Small Cap,2082.25,298.95,1317.34,50.93,1.28,4.69,63.0,0.8,1.35,13.33,-2.19,2.99,119.24,2.51,33.05,2.49
710,Technocraft Industries Ltd,TIIL,Machines,Small Cap,2525.33,1101.05,1963.29,74.68,21.93,109.31,9.44,1.86,0.0,37.36,15.39,2.11,444.13,13.62,267.4,44.05
711,Prime Focus Ltd,PFOCUS,Media and Entertainment,Small Cap,2268.99,77.1,3477.76,69.96,-63.76,-5.73,-13.22,11.83,0.0,2139.62,-5.47,0.54,707.9,-4.93,-171.57,33.23
712,Confidence Petroleum India Ltd,CONFIPET,Oil and Gas,Small Cap,1692.71,59.7,1434.09,60.26,13.53,3.16,18.86,2.19,0.0,12.52,0.0,3.46,192.41,6.26,89.74,65.61
713,Gokaldas Exports Ltd,GOKEX,Textiles,Small Cap,2483.7,401.15,1801.01,20.97,23.46,22.99,21.21,3.51,0.0,27.26,33.66,2.12,216.19,6.5,117.08,47.27
714,Insecticides Ltd,INSECTICID,Chemicals,Small Cap,1252.58,456.2,1508.64,72.16,12.71,35.46,11.66,1.44,0.47,6.2,-2.13,1.97,174.36,7.12,107.44,5.62
715,Max Ventures and Industries Ltd,MAXVIL,Logistics,Small Cap,1999.87,133.65,564.96,49.52,32.98,26.41,5.16,1.62,0.0,25.61,12.07,9.69,473.15,68.62,387.69,221.73
716,Bajaj Hindusthan Sugar Ltd,BAJAJHIND,Sugar,Small Cap,1651.88,13.0,5607.56,24.95,-11.55,-2.25,-6.17,0.73,0.0,213.21,0.71,1.03,197.13,-4.77,-267.54,-16.16
717,Gufic Biosciences Ltd,GUFICBIO,Pharmaceuticals,Small Cap,1997.54,203.65,782.26,75.0,43.31,9.89,20.84,7.42,0.05,23.93,11.45,1.72,148.82,12.25,95.84,59.18
718,Sharda Motor Industries Ltd,SHARDAMOTR,Automobiles,Small Cap,1754.61,599.25,2284.85,73.2,29.73,50.19,11.76,3.06,1.38,2.17,6.09,1.84,257.33,6.53,149.22,29.97
719,Cartrade Tech Ltd,CARTRADE,Online Services,Small Cap,2299.05,481.8,358.95,0.0,-6.89,-52.63,-17.4,1.11,0.0,3.72,0.0,7.98,-87.22,-36.8,-132.11,27.5
720,IOL Chemicals and Pharmaceuticals Ltd,IOLCP,Chemicals,Small Cap,1696.0,305.5,2216.06,43.69,12.64,28.56,10.12,1.22,1.38,3.16,31.31,2.11,276.4,7.57,167.67,11.29
721,DB Corp Ltd,DBCORP,Publishing,Small Cap,1714.44,98.85,1788.54,71.99,7.69,8.1,12.03,0.91,5.16,10.57,-21.5,3.18,322.8,7.97,142.55,16.49
722,SeQuent Scientific Ltd,SEQUENT,Pharmaceuticals,Small Cap,1551.7,62.45,1423.67,52.79,5.44,1.66,37.61,2.1,0.0,49.28,-5.82,1.54,120.26,2.9,41.26,3.92
723,Puravankara Ltd,PURVA,Real Estate,Small Cap,1905.5,81.35,1381.65,75.0,7.49,6.22,12.91,0.93,6.22,128.23,-10.43,1.31,635.27,10.68,147.61,30.77
724,Genus Power Infrastructures Ltd,GENUSPOWER,Construction and Infrastructure,Small Cap,2268.13,88.1,744.43,50.43,6.17,2.5,39.47,2.37,0.25,28.32,7.3,2.25,119.0,7.72,57.47,13.85
725,DCX Systems Ltd,DCXINDIA,Cables,Small Cap,1670.9,170.2,1124.33,71.73,79.82,8.9,25.47,14.21,0.0,427.43,0.0,1.17,89.05,5.83,65.6,64.56
726,Accelya Solutions India Ltd,ACCELYA,Software and IT Services,Small Cap,1748.31,1172.0,376.25,74.66,30.41,51.06,22.94,6.66,5.29,9.5,-3.2,3.16,142.1,20.26,76.21,24.98
727,LG Balakrishnan and Bros Ltd,LGBBROSLTD,Machines,Small Cap,2181.3,702.05,2136.87,34.0,24.36,78.2,8.89,1.92,2.16,8.85,4.75,2.05,424.12,11.49,245.48,31.13
728,Neuland Laboratories Ltd,NEULANDLAB,Pharmaceuticals,Small Cap,2075.36,1632.6,953.16,36.14,7.85,49.74,32.52,2.47,0.31,28.62,17.92,1.6,144.7,6.7,63.82,0.02
729,Balmer Lawrie and Company Ltd,BALMLAWRIE,Insurance,Small Cap,1967.4,115.0,2092.47,0.0,8.62,8.07,14.25,1.21,5.65,7.51,-5.72,2.31,206.18,6.6,138.04,32.58
730,Prataap Snacks Ltd,DIAMONDYD,Packaged Foods and Meats,Small Cap,1833.32,781.9,1410.35,71.18,0.47,1.24,630.01,2.94,0.06,12.8,-8.53,1.36,58.1,0.21,2.91,19.53
731,RattanIndia Power Ltd,RTNPOWER,Power,Small Cap,1852.69,3.5,3669.16,44.06,0.95,-3.69,-0.94,-0.89,0.0,-5.27,-10.07,0.25,774.84,-54.0,-1981.44,39.29
732,Pilani Investment And Industries Corporation Ltd,PILANIINVS,Finance,Small Cap,1951.71,1770.05,257.8,57.55,1.92,181.91,9.69,0.18,0.85,9.6,-1.98,0.02,191.75,78.13,201.41,29.17
733,Kolte-Patil Developers Ltd,KOLTEPATIL,Real Estate,Small Cap,2108.74,281.75,1136.5,74.45,8.53,10.45,26.56,2.18,0.72,55.89,-3.54,1.24,198.3,6.99,79.41,60.42
734,AGI Greenpac Ltd,AGI,Logistics,Small Cap,2176.1,337.8,1566.66,60.24,14.72,29.88,11.26,1.56,1.49,83.57,-4.98,1.84,383.89,12.34,193.3,21.95
735,Fino Payments Bank Ltd,FINOPB,Private Banks,Small Cap,1835.71,227.4,1008.86,75.0,13.56,5.3,42.95,3.83,0.0,0.0,0.0,1.53,78.19,4.24,42.74,27.54
736,Panama Petrochem Ltd,PANAMAPET,Chemicals,Small Cap,1938.52,327.85,2138.08,70.36,34.66,38.08,8.42,2.52,2.5,3.91,11.68,2.13,301.72,10.77,230.33,47.12
737,Sundaram Finance Holdings Ltd,SUNDARMHLD,Finance,Small Cap,1816.81,83.4,88.04,55.59,6.28,8.32,11.13,0.61,3.36,0.11,0.0,4.86,26.26,185.35,163.18,36.92
738,Cosmo Films Ltd,COSMOFIRST,Logistics,Small Cap,1690.18,651.95,3086.71,44.28,38.8,145.5,4.26,1.42,3.76,68.71,27.82,1.6,619.73,12.85,396.61,32.88
739,Savita Oil Technologies Ltd,SOTL,Chemicals,Small Cap,1732.0,252.3,2969.19,71.81,22.45,37.36,6.65,1.38,1.99,0.02,-3.37,2.38,389.02,8.77,260.48,45.52
740,Amrutanjan Health Care Ltd,AMRUTANJAN,Pharmaceuticals,Small Cap,1832.21,625.55,421.22,50.02,27.95,22.98,27.27,6.91,0.73,0.33,16.83,3.55,94.95,15.95,67.18,22.39
741,Gulf Oil Lubricants India Ltd,GULFOILLUB,Chemicals,Small Cap,2038.62,414.2,2235.82,72.02,22.08,41.9,9.66,1.96,1.24,37.36,-15.83,2.03,329.66,9.44,211.06,31.19
742,NACL Industries Ltd,NACLIND,Chemicals,Small Cap,1642.43,86.2,1653.58,63.97,16.19,3.72,22.37,3.36,0.66,108.56,14.74,1.38,151.45,4.44,73.42,37.04
743,Thirumalai Chemicals Ltd,TIRUMALCHM,Chemicals,Small Cap,1870.12,188.95,2009.78,42.0,29.79,27.47,6.65,1.72,1.37,15.21,-1.07,1.86,452.37,13.99,281.23,83.94
744,MSTC Ltd,MSTCLTD,Trading,Small Cap,1916.64,275.0,1123.61,64.75,32.86,28.29,9.62,2.93,4.74,22.86,0.0,1.18,256.55,17.72,199.14,13.03
745,J Kumar Infraprojects Ltd,JKIL,Construction and Infrastructure,Small Cap,1978.65,257.85,3552.06,46.65,10.36,27.21,9.61,0.95,0.0,22.6,-4.14,1.45,529.45,5.8,205.87,36.82
746,ITD Cementation India Ltd,ITDCEM,Construction and Infrastructure,Small Cap,1726.47,106.65,3853.87,46.64,6.25,4.01,25.09,1.52,0.45,49.39,-10.01,1.13,337.92,1.79,68.81,38.97
747,Agro Tech Foods Ltd,ATFL,Packaged Foods and Meats,Small Cap,2112.7,877.5,921.0,51.77,5.75,10.6,81.76,4.57,0.35,10.81,6.05,2.09,58.51,2.81,25.84,3.09
748,Filatex India Ltd,FILATEX,Textiles,Small Cap,1692.3,39.45,3854.96,64.85,32.76,6.79,5.59,1.56,0.27,33.01,16.4,1.59,557.96,7.85,302.71,72.36
749,Va Tech Wabag Ltd,WABAG,Environmental Services,Small Cap,1923.86,313.9,3011.69,19.13,9.03,21.21,14.58,1.26,0.0,28.57,-10.57,1.37,266.22,4.38,131.91,5.73
750,Apollo Pipes Ltd,APOLLOPIPE,Construction and Infrastructure,Small Cap,1972.34,532.85,787.87,52.03,13.15,12.65,39.63,4.87,0.2,9.55,0.0,2.25,97.28,6.32,49.77,49.65
751,Time Technoplast Ltd,TIMETECHNO,Plastic Products,Small Cap,1854.4,82.5,3652.8,51.33,9.22,8.31,9.86,0.87,1.22,42.61,-13.82,2.07,508.76,5.15,188.01,21.41
752,Jain Irrigation Systems Ltd,JISLJALEQS,Agriculture,Small Cap,1645.56,28.9,8192.3,28.36,9.48,5.76,5.07,0.44,0.0,179.3,-24.14,1.29,1316.76,3.97,-307.32,0.0
753,Sunflag Iron and Steel Co Ltd,SUNFLAG,Metals and Mining,Small Cap,2438.37,137.35,2723.05,51.16,13.21,12.04,11.24,1.39,0.0,33.52,8.1,1.53,403.48,7.97,217.0,40.81
754,Ganesha Ecosphere Ltd,GANECOS,Textiles,Small Cap,1867.97,860.75,1028.35,42.31,11.36,28.38,30.15,3.26,0.23,62.38,20.03,1.89,122.96,6.03,61.96,35.21
755,Somany Ceramics Ltd,SOMANYCERA,Construction and Infrastructure,Small Cap,2288.51,540.4,2108.0,54.78,11.27,20.91,25.8,2.74,0.0,65.61,-4.4,1.16,219.96,4.21,88.7,26.73
756,Heranba Industries Ltd,HERANBA,Chemicals,Small Cap,1280.23,321.8,1469.72,74.87,30.43,47.25,6.77,1.79,0.63,7.55,0.0,2.48,279.11,12.86,189.06,19.91
757,MM Forgings Ltd,MMFL,Metals and Mining,Small Cap,2027.95,837.5,1155.34,56.34,17.39,37.69,22.29,3.62,0.71,106.58,8.97,1.31,224.35,7.88,90.99,49.7
758,Dwarikesh Sugar Industries Ltd,DWARKESH,Sugar,Small Cap,1593.03,85.0,1977.22,42.09,24.79,8.24,10.26,2.37,2.36,77.83,18.65,1.62,293.95,7.85,155.2,7.11
759,Ramky Infrastructure Ltd,RAMKY,Construction and Infrastructure,Small Cap,1888.41,269.6,1780.74,69.83,6.19,3.41,79.92,4.72,0.0,530.24,4.85,0.63,527.3,1.33,23.63,43.5
760,Mukand Ltd,MUKANDLTD,Metals and Mining,Small Cap,1916.73,135.5,4752.38,73.82,32.36,12.55,10.8,3.04,1.11,321.56,11.98,1.44,367.33,3.73,177.42,36.78
761,S H Kelkar and Company Ltd,SHK,Chemicals,Small Cap,1489.63,111.4,1594.15,58.46,14.51,10.62,10.03,1.36,0.7,63.82,-17.44,1.7,223.29,9.32,148.57,16.64
762,HIL Ltd,HIL,Cement,Small Cap,1713.05,2260.95,3552.87,40.6,19.47,279.45,8.14,1.47,2.86,26.81,5.74,1.36,424.03,5.92,210.44,14.3
763,IIFL Securities Ltd,IIFLSEC,Finance,Small Cap,1697.91,56.2,1316.56,31.21,28.48,10.09,5.55,1.44,5.37,51.37,0.0,1.05,465.56,23.25,306.05,51.71
764,Subros Ltd,SUBROS,Automobiles,Small Cap,1826.93,297.7,2248.48,36.79,4.02,4.98,56.2,2.22,0.25,4.03,-2.26,1.1,158.57,1.45,32.51,24.46
765,Rachana Infrastructure Ltd,RILINFRA,Construction and Infrastructure,Small Cap,942.53,481.3,66.06,66.03,4.34,1.39,428.42,18.89,0.0,57.84,0.0,1.76,8.92,3.33,2.2,-37.63
766,Cantabil Retail India Ltd,CANTABIL,Textiles,Small Cap,1598.39,971.75,398.58,74.97,26.78,23.3,42.01,9.98,0.26,153.91,48.39,1.57,126.87,9.55,38.05,48.38
767,Morepen Laboratories Ltd,MOREPENLAB,Pharmaceuticals,Small Cap,1300.92,25.8,1557.14,38.22,20.29,2.19,12.79,2.25,0.0,3.21,-5.84,1.61,146.99,6.53,101.7,29.75
768,Wonderla Holidays Ltd,WONDERLA,Hospitality,Small Cap,2397.54,449.15,133.3,69.74,-1.18,-1.68,-252.64,2.99,0.0,0.33,3.37,3.44,26.33,-7.12,-9.49,198.14
769,IndoStar Capital Finance Ltd,INDOSTAR,Finance,Small Cap,1804.41,139.15,1174.29,89.21,-22.23,-56.7,-2.45,0.62,0.0,212.47,0.0,0.58,-860.98,-62.72,-736.51,-8.77
770,Jagran Prakashan Ltd,JAGRAN,Publishing,Small Cap,1877.22,70.95,1688.64,69.41,9.74,8.21,8.44,0.8,0.0,14.95,-15.74,2.4,432.32,13.17,222.47,23.24
771,Stylam Industries Ltd,STYLAMIND,Construction and Infrastructure,Small Cap,1867.0,1104.65,667.35,54.61,21.16,23.95,30.66,5.91,0.23,25.13,0.0,2.04,111.66,9.12,60.89,38.85
772,Subex Ltd,SUBEXLTD,Software and IT Services,Small Cap,1589.32,29.55,343.81,0.0,3.77,0.37,75.72,2.82,0.0,2.6,0.0,3.9,46.28,6.11,20.99,-10.07
773,Dreamfolks Services Ltd,DREAMFOLKS,Logistics,Small Cap,2300.31,464.15,283.99,67.0,22.19,3.11,141.56,27.99,0.0,10.04,0.0,1.65,24.04,5.72,16.25,162.69
774,VST Tillers Automobile Ltd,VSTTILLERS,Automobiles,Small Cap,1949.77,2243.8,887.95,55.57,14.02,114.95,19.63,2.6,0.89,0.0,-3.11,3.44,158.82,11.18,99.31,9.58
775,Vindhya Telelinks Ltd,VINDHYATEL,Telecom,Small Cap,1855.43,1550.8,1501.25,43.54,6.32,163.09,9.6,0.57,0.64,17.71,6.97,1.93,337.36,12.87,193.28,-13.96
776,Supriya Lifescience Ltd,SUPRIYA,Pharmaceuticals,Small Cap,1620.92,203.5,537.63,68.24,34.34,19.76,10.68,2.63,0.3,4.45,0.0,4.99,221.57,28.24,151.81,35.69
777,Kirloskar Industries Ltd,KIRLOSIND,Finance,Small Cap,2226.64,2221.6,3820.78,72.36,6.15,198.68,11.5,0.55,0.44,28.46,11.24,1.27,663.8,5.07,193.6,83.49
778,Vadilal Industries Ltd,VADILALIND,FMCG,Small Cap,1797.53,2385.95,706.03,64.73,16.29,62.2,40.2,6.04,0.05,62.4,20.61,1.39,107.19,6.33,44.71,47.13
779,Tilaknagar Industries Ltd,TI,Beverages,Small Cap,2108.24,113.3,807.05,41.95,116.18,3.18,46.65,15.79,0.08,438.3,45.79,0.96,135.8,5.6,45.19,44.07
780,Swaraj Engines Ltd,SWARAJENG,Automobiles,Small Cap,1903.1,1570.0,1147.81,52.13,37.35,90.17,17.38,6.23,5.1,0.0,-4.62,2.19,165.05,9.54,109.48,15.34
781,Gati Ltd,GATI,Logistics,Small Cap,1484.78,117.15,1565.57,53.12,1.42,0.72,167.39,2.33,0.0,50.94,0.98,1.04,61.81,0.57,8.87,18.19
782,Kesoram Industries Ltd,KESORAMIND,Automobiles,Small Cap,1811.85,59.25,3642.47,43.4,-17.72,-3.54,-23.43,3.01,0.0,301.23,-11.45,0.93,526.24,-2.12,-77.34,21.32
783,TD Power Systems Ltd,TDPOWERSYS,Heavy Electrical Equipments,Small Cap,2226.87,154.5,821.71,58.45,14.16,4.55,31.52,4.22,0.49,13.46,29.18,1.91,121.19,8.6,70.64,34.69
784,Sirca Paints India Ltd,SIRCA,Chemicals,Small Cap,1671.67,613.5,204.42,67.55,12.99,10.11,60.33,7.43,0.33,0.0,0.0,5.51,42.17,13.56,27.71,29.93
785,Landmark Cars Ltd,LANDMARK,Retail,Small Cap,2185.88,549.5,2989.11,55.23,30.41,17.88,33.39,8.81,0.0,191.64,0.0,0.91,187.27,2.19,65.47,52.01
786,Alembic Ltd,ALEMBICLTD,Pharmaceuticals,Small Cap,1583.06,62.25,167.4,70.88,9.26,8.65,7.13,0.63,2.92,0.0,-0.06,2.11,103.1,132.65,222.05,99.79
787,Texmaco Rail and Engineering Ltd,TEXRAIL,Rail,Small Cap,1446.81,44.65,1644.17,58.38,1.66,0.69,70.54,1.09,0.22,53.44,-12.21,1.83,162.65,1.25,20.51,-4.07
788,Hindustan Oil Exploration Company Ltd,HINDOILEXP,Oil and Gas,Small Cap,1802.48,136.1,167.19,0.0,2.69,1.51,90.08,2.39,0.0,47.45,2.97,0.48,55.4,11.97,20.01,8.35
789,GOCL Corp Ltd,GOCLCORP,Chemicals,Small Cap,1557.57,326.5,750.15,73.83,15.2,35.52,8.84,1.35,1.59,138.49,-10.33,2.46,256.24,23.48,176.1,34.67
790,Mayur Uniquoters Ltd,MAYURUNIQ,Textiles,Small Cap,2153.02,484.5,676.82,59.11,14.19,21.17,22.81,3.04,0.41,4.33,-1.02,5.66,146.05,13.94,94.37,27.08
791,Andhra Sugars Ltd,ANDHRSUGAR,Chemicals,Small Cap,1611.52,119.15,2077.36,47.08,16.14,17.87,6.65,1.0,3.36,3.41,3.54,4.02,377.27,11.66,242.23,33.05
792,Vidhi Specialty Food Ingredients Ltd,VIDHIING,Chemicals,Small Cap,1724.35,343.7,538.43,64.27,30.96,11.72,29.45,7.95,0.12,41.67,31.97,2.32,86.02,10.88,58.56,100.91
793,CARE Ratings Ltd,CARERATING,Trading,Small Cap,1987.79,662.6,274.82,0.0,12.06,25.41,26.47,3.04,2.54,1.36,-13.4,11.01,106.8,27.33,75.11,-1.76
794,Vishnu Chemicals Ltd,VISHNU,Chemicals,Small Cap,1532.67,251.65,1074.76,75.0,25.99,13.63,18.83,4.34,0.16,81.52,31.91,1.13,163.33,7.57,81.39,57.71
795,Gokul Agro Resources Ltd,GOKULAGRO,Packaged Foods and Meats,Small Cap,1613.86,113.5,10407.35,71.97,30.14,8.94,13.13,3.43,0.0,64.92,35.66,1.22,241.5,1.18,122.9,24.03
796,Bhansali Engg Polymers Ltd,BEPL,Chemicals,Small Cap,1716.29,104.1,1413.55,56.64,42.1,21.1,4.9,1.75,2.9,0.0,-9.98,8.48,482.79,24.76,350.02,8.52
797,Southern Petrochemical Industries Corporation Ltd,SPIC,Chemicals,Small Cap,1209.62,61.25,1931.57,53.38,27.01,8.02,7.41,1.74,0.84,43.96,10.02,0.77,232.29,8.46,163.35,21.79
798,Greenply Industries Ltd,GREENPLY,Construction and Infrastructure Materials,Small Cap,1677.26,136.9,1575.3,52.32,19.43,7.72,17.71,3.12,0.37,57.51,-16.67,1.2,162.76,6.01,94.72,34.4
799,Seshasayee Paper and Boards Ltd,SESHAPAPER,Paper Products,Small Cap,1593.73,261.65,1378.75,42.78,9.18,17.44,14.49,1.27,0.99,0.33,8.44,2.42,189.26,7.98,110.02,70.73
800,Sanghi Industries Ltd,SANGHIIND,Cement,Small Cap,1555.12,58.8,1140.52,72.72,2.24,1.62,38.28,0.85,0.0,76.15,-12.9,0.71,202.88,3.56,40.62,20.29
801,Federal-Mogul Goetze Ltd,FMGOETZE,Automobiles,Small Cap,1723.76,312.4,1351.54,74.98,5.9,9.71,31.9,1.83,0.0,0.95,-8.84,2.01,172.65,4.0,54.04,20.86
802,Orissa Minerals Development Company Ltd,ORISSAMINE,Metals and Mining,Small Cap,1495.44,2632.35,89.62,50.01,-134.17,-24.15,-103.2,423.64,0.0,9443.63,9.35,0.66,31.74,-16.17,-14.49,403.77
803,Tide Water Oil Co India Ltd,TIDEWATER,Chemicals,Small Cap,1579.59,927.8,1565.63,57.28,16.88,70.54,12.85,2.19,6.07,1.99,-6.41,2.62,177.18,7.85,122.91,20.77
804,Fairchem Organics Ltd,FAIRCHEMOR,Chemicals,Small Cap,1258.21,964.15,643.54,58.88,33.88,52.15,18.53,5.42,1.35,26.72,0.0,2.04,105.22,10.55,67.9,62.16
805,ADF Foods Ltd,ADFFOODS,Packaged Foods and Meats,Small Cap,1581.27,741.8,430.69,36.59,15.54,22.03,32.87,4.58,0.55,20.23,25.08,5.37,76.03,11.17,48.11,14.75
806,Genesys International Corporation Ltd,GENESYS,Software and IT Services,Small Cap,1508.47,416.3,123.0,39.74,5.46,4.29,112.49,6.4,0.0,11.24,7.71,1.73,-14.13,10.9,13.41,52.38
807,Andhra Paper Ltd,ANDHRAPAP,Paper Products,Small Cap,1692.41,428.6,1425.11,72.24,13.5,35.13,12.11,1.55,1.76,5.41,6.84,2.39,265.8,9.8,139.72,58.0
808,Stove Kraft Ltd,STOVEKRAFT,Home Electronics and Appliances,Small Cap,1374.18,422.05,1134.79,56.19,16.86,17.17,24.45,3.78,0.0,21.52,0.0,1.16,93.98,4.95,56.21,32.04
809,Heritage Foods Ltd,HERITGFOOD,FMCG,Small Cap,1331.16,144.2,2692.55,41.58,15.4,10.55,13.78,2.02,1.74,2.96,-16.16,1.59,188.13,3.59,96.57,8.52
810,DEN Networks Ltd,DEN,Telecom,Small Cap,1430.3,30.35,1346.76,74.9,6.01,3.69,8.13,0.47,0.0,0.0,-21.26,6.48,322.41,13.06,175.95,-10.11
811,Dhampur Sugar Mills Ltd,DHAMPURSUG,Sugar,Small Cap,1415.38,213.45,1914.69,49.08,11.78,19.17,9.83,1.6,2.81,100.07,2.18,1.12,302.03,7.52,144.04,-15.12
812,Mahanagar Telephone Nigam Ltd,MTNL,Telecom,Small Cap,1278.9,20.45,1779.07,56.25,0.14,-41.32,-0.49,-0.07,0.1,-1.44,-1.54,0.43,319.26,-146.32,-2603.12,-5.05
813,Bombay Dyeing and Mfg Co Ltd,BOMDYEING,Textiles,Small Cap,1356.93,66.75,2106.35,53.66,0.61,-22.29,-2.95,-1.79,0.0,-5.87,-23.55,1.44,22.54,-21.85,-460.32,64.08
814,Datamatics Global Services Ltd,DATAMATICS,Software and IT Services,Small Cap,1831.26,303.7,1237.55,70.91,20.08,26.71,11.63,2.15,1.21,7.38,19.64,3.71,229.48,12.73,157.48,3.52
815,Lumax AutoTechnologies Ltd,LUMAXTECH,Automobiles,Small Cap,1721.66,263.45,1520.73,55.98,11.81,10.18,24.8,2.85,1.39,27.29,8.0,1.34,161.98,4.56,69.41,35.04
816,Salasar Techno Engineering Ltd,SALASAR,Metals and Mining,Small Cap,1202.82,42.9,721.09,63.07,11.75,1.1,38.25,4.26,0.24,88.1,19.37,1.48,71.16,4.36,31.45,18.85
817,Shalby Ltd,SHALBY,Healthcare,Small Cap,1360.32,130.05,711.37,74.12,6.33,5.01,25.13,1.55,0.79,17.69,-9.89,2.61,129.55,7.61,54.13,61.69
818,AVT Natural Products Ltd,AVTNPL,Agriculture,Small Cap,1324.87,88.45,569.59,75.0,21.46,4.78,18.19,3.59,1.15,6.83,16.62,5.37,115.62,12.79,72.85,15.39
819,Nelco Ltd,NELCO,Telecom,Small Cap,1301.45,602.65,264.81,50.09,19.48,7.05,80.94,14.61,0.32,91.5,27.52,0.93,55.32,6.07,16.08,15.66
820,Tamilnadu Newsprint and Papers Ltd,TNPL,Paper Products,Small Cap,1422.28,213.55,4405.6,35.32,0.9,2.07,99.25,0.89,1.95,140.88,-9.96,0.47,407.13,0.33,14.33,35.47
821,HMT Ltd,HMT,Machines,Small Cap,3106.56,26.4,900.27,93.69,-0.13,14.97,5.84,-0.74,0.0,-0.9,-5.24,0.11,617.06,59.12,532.2,243.63
822,Valiant Organics Ltd,VALIANTORG,Chemicals,Small Cap,1091.03,411.25,1160.69,38.41,19.58,41.72,9.63,1.68,0.87,56.01,0.0,1.29,212.28,9.76,113.29,52.57
823,ISMT Ltd,ISMTLTD,Metals and Mining,Small Cap,2041.91,75.4,4957.99,74.95,1.71,106.23,0.86,1.47,0.0,15.1,41.48,1.56,2593.64,47.89,2374.21,278.89
824,Lloyds Steels Industries Ltd,LSIL,Machines,Small Cap,1952.68,20.55,59.85,57.65,4.78,0.07,328.73,14.44,0.23,19.04,68.79,5.13,14.46,9.92,5.94,-28.01
